Phylum,Class,Order,Family,Species,Type,Wavelength,Band,Oil,Nocturnal Activity,Diurnal Activity,Source
Chordata,Reptilia,Squamata,Iguanidae,Anolis conspersus,,365,,,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis conspersus,,460,,368,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis conspersus,,500,,475,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis conspersus,,562,,515,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis cristatellus,,365,,,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis cristatellus,,450,,371,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis cristatellus,,500,,463,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis cristatellus,,569,,507,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis evermanni,,364,,,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis evermanni,,460,,380,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis evermanni,,490,,500,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis evermanni,,565,,515,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis extremus,,365,,,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis extremus,,451,,393,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis extremus,,487,,442,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis extremus,,566,,488,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis grahami,,365,,,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis grahami,,460,,382,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis grahami,,495,,451,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis grahami,,565,,505,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis gundlachi,,365,,,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis gundlachi,,450,,370,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis gundlachi,,490,,450,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis gundlachi,,564,,510,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis krugi,,365,,,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis krugi,,448,,370,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis krugi,,490,,480,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis krugi,,562,,500,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis lineatopus,,366,,,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis lineatopus,,449,,367,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis lineatopus,,498,,451,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis lineatopus,,560,,486,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis pulchellus,,367,,,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis pulchellus,,446,,390,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis pulchellus,,495,,475,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis pulchellus,,565,,505,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis sagrei,,365,,,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis sagrei,,460,,376,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis sagrei,,495,,475,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis sagrei,,567,,510,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis stratulus,,366,,,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis stratulus,,454,,388,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis stratulus,,494,,467,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis stratulus,,564,,495,N,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Crotaphytus dickersonae,,359,UVS,,N,Y,Macedonia et al. 2009
Chordata,Reptilia,Squamata,Iguanidae,Crotaphytus dickersonae,,459,SWS,373,N,Y,Macedonia et al. 2009
Chordata,Reptilia,Squamata,Iguanidae,Crotaphytus dickersonae,,481,MWS,521,N,Y,Macedonia et al. 2009
Chordata,Reptilia,Squamata,Iguanidae,Crotaphytus dickersonae,,558,LWS,489,N,Y,Macedonia et al. 2009
Chordata,Reptilia,Squamata,Iguanidae,Platysaurus broadleyi,,364,,,N,Y,Fleishman et al. 2011
Chordata,Reptilia,Squamata,Iguanidae,Platysaurus broadleyi,,451,,380,N,Y,Fleishman et al. 2011
Chordata,Reptilia,Squamata,Iguanidae,Platysaurus broadleyi,,492,,518,N,Y,Fleishman et al. 2011
Chordata,Reptilia,Squamata,Iguanidae,Platysaurus broadleyi,,569,,476,N,Y,Fleishman et al. 2011
Chordata,Reptilia,Squamata,Iguanidae,Platysaurus broadleyi,,570,,518,N,Y,Fleishman et al. 2011
Chordata,Reptilia,Squamata,Phyllodactylidae,Tarentola chazaliae,Cone,360,SWS,,Y,N,Roth and Kelber 2004
Chordata,Reptilia,Squamata,Phyllodactylidae,Tarentola chazaliae,Cone,440,SWS,,Y,N,Roth and Kelber 2004
Chordata,Reptilia,Squamata,Phyllodactylidae,Tarentola chazaliae,Cone,520,LWS,,Y,N,Roth and Kelber 2004
Chordata,Reptilia,Squamata,Sphaerodactylidae,Teratoscincus scincus,Cone,365,SWS,,Y,N,Loew et al. 1996
Chordata,Reptilia,Squamata,Sphaerodactylidae,Teratoscincus scincus,Cone,452,SWS,,Y,N,Loew et al. 1996
Chordata,Reptilia,Squamata,Sphaerodactylidae,Teratoscincus scincus,Cone,533,LWS,,Y,N,Loew et al. 1996
Chordata,Reptilia,Testudines,Chelonidae,Chelonia mydas,Cone,440,,,Y,Y,Liebman and Granda 1971
Chordata,Reptilia,Testudines,Chelonidae,Chelonia mydas,Rod,500,,,Y,Y,Liebman and Granda 1971
Chordata,Reptilia,Testudines,Chelonidae,Chelonia mydas,Cone,502,,,Y,Y,Liebman and Granda 1971
Chordata,Reptilia,Testudines,Chelonidae,Chelonia mydas,Cone,562,,,Y,Y,Liebman and Granda 1971
Chordata,Reptilia,Testudines,Cheloniidae,Caretta caretta,Cone,379,,,Y,Y,Gocke 2003 dissertation
Chordata,Reptilia,Testudines,Cheloniidae,Caretta caretta,Cone,495,,,Y,Y,Gocke 2003 dissertation
Chordata,Reptilia,Testudines,Cheloniidae,Caretta caretta,Cone,545,,,Y,Y,Gocke 2003 dissertation
Chordata,Reptilia,Testudines,Emydidae,Trachemys scripta,Cone,360,,,N,Y,Bayler & Hodgkin 1973; Loew & Govardovskii 2001
Chordata,Reptilia,Testudines,Emydidae,Trachemys scripta,Cone,450,,,N,Y,Bayloer & Hodgkin 1973; Loew & Govardovskii 2001
Chordata,Reptilia,Testudines,Emydidae,Trachemys scripta,Cone,518,,,N,Y,Bayloer & Hodgkin 1973; Loew & Govardovskii 2001
Chordata,Reptilia,Testudines,Emydidae,Trachemys scripta,Cone,620,,,N,Y,Bayloer & Hodgkin 1973; Loew & Govardovskii 2001
Chordata,Reptilia,Testudines,Geoemydidae,Mauremys reevesii,Rod,520,,,Y,Y,OHTSUKA 1985
Chordata,Reptilia,Testudines,Geoemydidae,Mauremys reevesii,Cone,620,,,Y,Y,OHTSUKA 1985
Chordata,Reptilia,Testudines,Geoemydidae,Mauremys reevesii,Cone,540,,,Y,Y,OHTSUKA 1985
Chordata,Reptilia,Testudines,Geoemydidae,Mauremys reevesii,Cone,460,,,Y,Y,OHTSUKA 1985
Arthropoda,Insecta,Lepidoptera,Lycaenidae,Apodemia spp.,,370,,,N,Y,"American Butterflies, Summer/Fall 2011"
Arthropoda,Insecta,Lepidoptera,Lycaenidae,Apodemia spp.,,460,,,N,Y,"American Butterflies, Summer/Fall 2011"
Arthropoda,Insecta,Lepidoptera,Lycaenidae,Apodemia spp.,,530,,,N,Y,"American Butterflies, Summer/Fall 2011"
Arthropoda,Insecta,Lepidoptera,Lycaenidae,Apodemia spp.,,605,,,N,Y,"American Butterflies, Summer/Fall 2011"
